ID_FASHI,RA_FASHI,DEC_FASHI,z_FASHI,OBJID_SDSS,RA_SDSS,DEC_SDSS,Probability_SDSS
,deg,deg,,,deg,deg,
20230042080,125.705,-6.169,0.04885,1237674460407923463,125.731,-6.163,0.848
20230042081,126.961,-6.160,0.02162,1237673708252234978,126.971,-6.155,0.936
20230000830,172.136,-6.156,0.01670,1237671142014648688,172.146,-6.146,0.994
20230000845,44.275,-6.107,0.03168,1237679438818574478,44.286,-6.143,0.969
20230000841,122.921,-6.115,0.03842,1237673710935081236,122.928,-6.125,0.996
20230060006,191.710,-6.096,0.01264,1237671763173310839,191.721,-6.116,0.860
20230042084,46.376,-6.103,0.02957,1237679339500011708,46.377,-6.101,0.999
20230060012,207.360,-6.081,0.00506,1237671955911802962,207.364,-6.088,0.984
20230060014,81.558,-6.075,0.04238,1237653745781178628,81.541,-6.084,0.994
20230051794,125.626,-6.070,0.01741,1237673709325516907,125.630,-6.077,0.994
20230000859,51.429,-6.079,0.00888,1237652901844222028,51.431,-6.075,0.992
20230042086,63.642,-6.066,0.03918,1237649927562068203,63.644,-6.068,0.986
20230060019,84.153,-6.066,0.02327,1237667726977335381,84.142,-6.046,0.937
20230000885,122.714,-6.023,0.03854,1237674462554358294,122.728,-6.044,0.983
20230051790,123.751,-6.073,0.02184,1237674462017815006,123.718,-6.040,0.894
20230060031,222.922,-6.032,0.01591,1237674655830114320,222.913,-6.033,0.998
20230060032,82.550,-6.025,0.02335,1237653750612557989,82.550,-6.030,0.900
20230053276,45.635,-6.025,0.04138,1237679438819164199,45.641,-6.023,1.000
20230060034,346.657,-6.020,0.02035,1237680265068216584,346.657,-6.020,1.000
20230000886,51.575,-6.019,0.03460,1237652901844287691,51.577,-6.020,0.999
20230000894,45.522,-5.995,0.02400,1237679438819098744,45.527,-6.003,0.994
20230042093,43.305,-5.986,0.03091,1237679340035571800,43.313,-5.987,0.999
20230060044,34.541,-5.966,0.04215,1237679439888056495,34.546,-5.971,0.998
20230000902,123.723,-5.953,0.02169,1237674462017880638,123.727,-5.963,0.998
20230060048,72.824,-5.960,0.01395,1237676302410711374,72.826,-5.961,1.000
20230060050,72.967,-5.948,0.01388,1237676302410776644,72.974,-5.948,0.978
20230000899,45.477,-5.953,0.02786,1237679438819098709,45.486,-5.936,0.992
20230060057,70.224,-5.917,0.01583,1237676304020340860,70.225,-5.917,0.999
20230042097,124.662,-5.913,0.07105,1237674461481337622,124.667,-5.912,0.998
20230060060,79.931,-5.907,0.03348,1237653750611443927,79.934,-5.904,1.000
20230060062,191.400,-5.899,0.01258,1237671763710247077,191.405,-5.897,0.994
20230000920,40.435,-5.891,0.02966,1237679340571197599,40.435,-5.891,1.000
20230000931,124.744,-5.868,0.04351,1237674461481403005,124.756,-5.873,0.994
20230000928,124.589,-5.871,0.01716,1237674461481337479,124.595,-5.872,0.985
20230042098,54.468,-5.864,0.04307,1237649963530911813,54.459,-5.863,0.994
20230000941,123.701,-5.850,0.06575,1237673710935409220,123.703,-5.856,0.999
20230000940,123.783,-5.852,0.08760,1237674462017880452,123.784,-5.843,0.993
20230000949,61.510,-5.823,0.02821,1237652900237934778,61.516,-5.824,0.973
20230060078,80.759,-5.814,0.03357,1237653746317721777,80.760,-5.823,0.984
20230042101,63.749,-5.818,0.01208,1237649961924297073,63.751,-5.817,0.973
20230000937,127.915,-5.855,0.04297,1237673708252627278,127.905,-5.812,0.257
20230000951,127.764,-5.819,0.01991,1237673708252627408,127.773,-5.808,0.992
20230000955,58.552,-5.796,0.02155,1237652900773560673,58.559,-5.793,0.981
20230060085,39.829,-5.781,0.04112,1237679340570935803,39.837,-5.778,0.992
20230060084,73.706,-5.786,0.01570,1237674283778572441,73.749,-5.769,0.980
20230051797,127.350,-5.748,0.02013,1237674459871772829,127.356,-5.749,0.966
20230060093,79.592,-5.739,0.03781,1237653746317197846,79.586,-5.746,0.974
20230060098,24.504,-5.726,0.01127,1237679253056520324,24.510,-5.730,1.000
20230000991,52.559,-5.726,0.03743,1237652901844680932,52.563,-5.729,0.998
20230060099,84.357,-5.725,0.02181,1237671558621823209,84.353,-5.727,1.000
20230000997,125.033,-5.714,0.06685,1237674461481534088,125.039,-5.720,0.997
20230000998,124.457,-5.712,0.03957,1237673710398865739,124.461,-5.718,0.999
20230060102,43.873,-5.712,0.03115,1237679439355248759,43.877,-5.712,0.998
20230060108,31.336,-5.692,0.01779,1237679440423551248,31.341,-5.698,0.989
20230060097,221.283,-5.726,0.02670,1237674655292523086,221.296,-5.679,0.002
20230053356,250.343,-5.663,0.02550,1237668651467604532,250.348,-5.671,0.999
20230001008,124.493,-5.670,0.02678,1237674462018208543,124.490,-5.657,0.981
20230050690,173.169,-5.652,0.04773,1237671128585994534,173.184,-5.655,0.964
20230060115,41.315,-5.636,0.02969,1237679340571590800,41.319,-5.641,0.994
20230060116,1.012,-5.634,0.01469,1237672794496565411,1.018,-5.640,0.993
20230060119,81.185,-5.623,0.04132,1237653751148839403,81.171,-5.630,0.993
20230050020,252.940,-5.648,0.06426,1237668629461008735,252.945,-5.628,0.970
20230001024,124.476,-5.608,0.02675,1237674462018208026,124.479,-5.615,1.000
20230001036,123.341,-5.571,0.03657,1237674462554620752,123.340,-5.613,0.061
20230053257,247.848,-5.609,0.02392,1237668649856074991,247.849,-5.610,0.997
20230060120,12.463,-5.617,0.01847,1237679322314637491,12.447,-5.605,0.991
20230051885,246.000,-5.594,0.00724,1237668567176905286,246.003,-5.604,0.997
20230001028,126.782,-5.597,0.02030,1237674460408447243,126.785,-5.599,0.999
20230060125,79.578,-5.590,0.03784,1237653751148183941,79.587,-5.589,0.999
20230053470,209.672,-5.587,0.02582,1237671992955633856,209.680,-5.588,0.997
20230001034,54.663,-5.579,0.02854,1237652901845598931,54.664,-5.578,0.999
20230053239,249.877,-5.584,0.02618,1237668651467407464,249.912,-5.577,0.853
20230001038,127.898,-5.568,0.03295,1237674459872035440,127.904,-5.569,1.000
20230060128,58.067,-5.563,0.06978,1237652901310234951,58.060,-5.567,0.955
20230053360,254.845,-5.550,0.03015,1237668627851051445,254.840,-5.559,0.999
20230060129,63.455,-5.559,0.00810,1237652900238786718,63.461,-5.556,0.995
20230060137,44.992,-5.529,0.07527,1237679340573163667,44.999,-5.527,0.996
20230060135,57.231,-5.536,0.01304,1237649929169928320,57.235,-5.527,0.997
20230060139,18.683,-5.525,0.02434,1237679322317325024,18.683,-5.526,0.999
20230060141,13.171,-5.522,0.01849,1237679077521096761,13.180,-5.521,0.997
20230060148,84.366,-5.494,0.02218,1237671558621692519,84.365,-5.495,0.985
20230060152,66.782,-5.476,0.01087,1237649927563444556,66.787,-5.476,0.994
20230053243,246.010,-5.464,0.02974,1237668567176904838,246.017,-5.468,0.994
20230060153,20.805,-5.475,0.01928,1237679322318242124,20.812,-5.465,0.964
20230060155,42.906,-5.451,0.02336,1237679439891726476,42.909,-5.448,0.999
20230060156,59.208,-5.440,0.01599,1237652901310693592,59.230,-5.444,0.965
20230053471,209.198,-5.440,0.02585,1237671992418631970,209.197,-5.433,0.992
20230060163,16.218,-5.402,0.01072,1237679253589787114,16.202,-5.428,0.857
20230051837,70.127,-5.430,0.01674,1237649927028015416,70.127,-5.422,0.750
20230051846,56.298,-5.410,0.01373,1237652901846319362,56.304,-5.418,0.964
20230050681,128.259,-5.404,0.05508,1237673708252889628,128.265,-5.413,0.999
20230060160,20.813,-5.410,0.01673,1237679253591753567,20.813,-5.410,0.997
20230060162,220.129,-5.404,0.02383,1237674654755194295,220.130,-5.401,0.826
20230060164,59.457,-5.393,0.03756,1237652901310824605,59.482,-5.398,0.989
20230060166,14.564,-5.388,0.04116,1237679253589066618,14.564,-5.387,0.998
20230053285,44.699,-5.380,0.03251,1237679340573098061,44.715,-5.385,0.992
20230053451,125.195,-5.367,0.04344,1237673710399193675,125.205,-5.385,0.979
20230060170,348.469,-5.365,0.01201,1237680065349222591,348.478,-5.374,0.955
20230001075,127.017,-5.361,0.02376,1237673709326172330,127.022,-5.372,0.995
20230053464,209.358,-5.380,0.03652,1237671958596223237,209.355,-5.371,0.992
20230060173,333.249,-5.362,0.02623,1237680243586236645,333.256,-5.369,1.000
20230060171,7.725,-5.365,0.00689,1237679322849411897,7.727,-5.364,0.945
20230060172,15.714,-5.364,0.02256,1237679253589525696,15.720,-5.363,0.845
20230001076,33.102,-5.351,0.01303,1237679253060255964,33.101,-5.359,0.994
20230051828,191.845,-5.347,0.01586,1237671763173638536,191.849,-5.356,0.991
20230060174,20.157,-5.355,0.01978,1237679253591490610,20.166,-5.356,0.986
20230053387,56.617,-5.333,0.02372,1237652901846450674,56.619,-5.345,0.986
20230051931,81.001,-5.334,0.01242,1237653746854658438,81.004,-5.338,1.000
20230051808,190.067,-5.335,0.02095,1237671765321056525,190.070,-5.333,0.999
20230051848,53.804,-5.303,0.01392,1237649873872290109,53.826,-5.330,0.168
20230060178,208.078,-5.321,0.02331,1237671956985348616,208.082,-5.328,0.932
20230053275,40.380,-5.305,0.04097,1237679321789956187,40.391,-5.325,0.873
20230051976,77.435,-5.309,0.01273,1237653746853151361,77.438,-5.316,0.992
20230060180,20.407,-5.317,0.03233,1237679253591621853,20.406,-5.312,0.952
20230060183,344.977,-5.305,0.02380,1237680065347715189,344.981,-5.308,0.994
20230051930,82.007,-5.307,0.00847,1237653746855117030,82.006,-5.305,0.983
20230060184,16.997,-5.295,0.02808,1237679322853474410,16.993,-5.296,0.972
20230060177,16.169,-5.326,0.02288,1237679322853146629,16.182,-5.295,0.951
20230060186,10.250,-5.284,0.00518,1237679322850525734,10.255,-5.287,0.848
20230050695,172.324,-5.289,0.05439,1237671129659736239,172.318,-5.283,0.994
20230060188,17.163,-5.263,0.02888,1237679322853540018,17.156,-5.282,0.909
20230051796,128.627,-5.271,0.02008,1237673708253020430,128.632,-5.280,1.000
20230001082,23.590,-5.268,0.01717,1237679253592998161,23.600,-5.276,0.997
20230060189,4.186,-5.261,0.00642,1237679322847903804,4.213,-5.267,1.000
20230053526,79.613,-5.246,0.04001,1237653746854068749,79.615,-5.249,0.999
20230060190,14.115,-5.243,0.03774,1237679322852229706,14.111,-5.246,0.876
20230060192,18.876,-5.236,0.01755,1237679322854326439,18.880,-5.232,0.978
20230060193,63.871,-5.233,0.01070,1237649962461233845,63.869,-5.230,0.996
20230001084,24.895,-5.230,0.01170,1237679253593522802,24.895,-5.230,1.000
20230053278,41.102,-5.232,0.02830,1237679321790218354,41.101,-5.229,0.999
20230051980,71.156,-5.224,0.01528,1237674285925204114,71.159,-5.221,1.000
20230060194,13.684,-5.209,0.04134,1237679322852033429,13.683,-5.215,0.448
20230001083,125.080,-5.242,0.04278,1237674462018536197,125.106,-5.210,0.749
20230053509,173.806,-5.202,0.03676,1237671128049451150,173.811,-5.210,0.998
20230053524,79.300,-5.208,0.03289,1237653751684923448,79.300,-5.207,1.000
20230053500,191.129,-5.210,0.02330,1237671266031304818,191.134,-5.206,0.995
20230001085,33.923,-5.209,0.04304,1237679322324009384,33.916,-5.206,0.648
20230051804,191.633,-5.194,0.01589,1237671265494434292,191.632,-5.194,0.999
20230060197,12.451,-5.198,0.01153,1237679322851508918,12.460,-5.193,0.541
20230060199,18.746,-5.180,0.03039,1237679322854261058,18.748,-5.187,0.549
20230050021,217.607,-5.177,0.07595,1237674653143597360,217.598,-5.182,0.986
20230060198,7.984,-5.184,0.00700,1237679078055674026,7.979,-5.182,0.997
20230053301,81.241,-5.182,0.02822,1237653751685775615,81.245,-5.180,1.000
20230042120,125.149,-5.174,0.01486,1237674462018535983,125.154,-5.177,0.961
20230060200,7.753,-5.159,0.00706,1237679078055608625,7.717,-5.165,0.713
20230053283,46.301,-5.189,0.03104,1237679439893168361,46.280,-5.162,0.548
20230060201,0.035,-5.158,0.01222,1237672840671461505,0.047,-5.159,0.999
20230060202,7.881,-5.154,0.00706,1237679078055674209,7.885,-5.151,0.979
20230060203,353.137,-5.152,0.00542,1237680117419933870,353.137,-5.149,0.978
20230060204,15.447,-5.145,0.03058,1237679322852819299,15.455,-5.145,0.625
20230051793,124.875,-5.141,0.01667,1237673710935999325,124.877,-5.141,1.000
20230051844,58.206,-5.144,0.01329,1237652901847171460,58.207,-5.140,0.991
20230060205,14.377,-5.128,0.01160,1237679254125871552,14.378,-5.132,0.844
20230057498,172.942,-5.126,0.00350,1237671129123061992,172.940,-5.126,0.997
20230053415,27.115,-5.119,0.04222,1237679253594505376,27.114,-5.125,0.994
20230051835,69.918,-5.117,0.01239,1237676305094148225,69.919,-5.123,0.994
20230053299,220.095,-5.108,0.02321,1237674654755127637,220.076,-5.119,0.756
20230057484,191.801,-5.121,0.00347,1237671763173704043,191.806,-5.117,0.998
20230053290,220.633,-5.111,0.02395,1237674655292194927,220.634,-5.112,1.000
20230060207,8.777,-5.110,0.03762,1237679078056067381,8.786,-5.109,0.788
20230051979,79.746,-5.098,0.01505,1237653751685120500,79.751,-5.107,0.946
20230053287,42.027,-5.097,0.03711,1237679321790677015,42.035,-5.101,0.996
20230001102,73.125,-5.085,0.01624,1237674284852248987,73.133,-5.088,0.941
20230051982,73.547,-5.084,0.01581,1237676302948041442,73.550,-5.085,0.989
20230060211,24.049,-5.075,0.03194,1237679322856555665,24.048,-5.074,0.979
20230060212,344.079,-5.066,0.03327,1237680117416001757,344.084,-5.066,0.996
20230053260,34.258,-5.060,0.02596,1237679322324140227,34.259,-5.064,0.998
20230060213,333.392,-5.063,0.03776,1237680189900259477,333.394,-5.064,0.994
20230001109,44.522,-5.061,0.02994,1237679321791725686,44.525,-5.064,1.000
20230001115,125.362,-5.053,0.00673,1237674462018666742,125.364,-5.056,1.000
20230001107,126.544,-5.057,0.02270,1237673709862912821,126.547,-5.056,0.999
20230050017,15.481,-5.024,0.06365,1237679254126329955,15.492,-5.033,0.984
20230053405,22.935,-5.029,0.02327,1237679322856096243,22.935,-5.030,0.999
20230001146,344.807,-5.013,0.00937,1237680117416329276,344.807,-5.022,0.995
20230051862,21.795,-5.011,0.01851,1237679322855571591,21.814,-5.017,0.983
20230001147,125.294,-5.012,0.01470,1237674462018666608,125.296,-5.015,0.953
20230001106,24.231,-5.046,0.01859,1237679322856620186,24.223,-5.013,0.993
20230053407,24.790,-5.001,0.03691,1237679322856882258,24.798,-5.007,0.988
20230060215,24.526,-5.000,0.03626,1237679322856751293,24.528,-5.001,1.000
20230001161,41.308,-4.994,0.02676,1237679253063860317,41.308,-4.996,1.000
20230001174,72.065,-4.973,0.01414,1237676304021258445,72.068,-4.982,0.998
20230001151,217.330,-5.008,0.02317,1237674653143466231,217.337,-4.979,0.893
20230051877,31.109,-4.970,0.01305,1237679253596274808,31.116,-4.978,0.989
20230001171,245.170,-4.975,0.08691,1237668567176447559,245.176,-4.976,0.880
20230001159,68.084,-5.002,0.01340,1237649928100905426,68.059,-4.969,0.167
20230001185,41.115,-4.954,0.01502,1237673700744429864,41.119,-4.967,0.879
20230001182,349.346,-4.957,0.02170,1237679078047547578,349.347,-4.966,0.999
20230053359,255.324,-4.944,0.03075,1237668627851381003,255.325,-4.956,0.987
20230053274,35.212,-4.940,0.04405,1237679253598044232,35.214,-4.951,0.992
20230001194,71.281,-4.942,0.01666,1237676304557801954,71.284,-4.946,0.996
20230053394,19.244,-4.936,0.03933,1237679254127968368,19.238,-4.939,0.991
20230001213,71.495,-4.917,0.01556,1237674285925400613,71.500,-4.921,0.996
20230001217,72.798,-4.911,0.01046,1237674285388988824,72.803,-4.918,0.993
20230053264,37.887,-4.909,0.02946,1237679322325713036,37.891,-4.911,0.999
20230050689,173.499,-4.893,0.04747,1237671128586387646,173.503,-4.908,0.946
20230001225,73.106,-4.901,0.01630,1237676303484780939,73.111,-4.907,0.993
20230053263,37.399,-4.895,0.02965,1237679322325516448,37.406,-4.900,0.998
20230053267,35.699,-4.886,0.03705,1237679253598240908,35.703,-4.885,0.998
20230001239,67.054,-4.884,0.01658,1237649962462609582,67.065,-4.884,0.999
20230001244,71.369,-4.882,0.01588,1237676304557867266,71.374,-4.883,0.999
20230001249,353.397,-4.869,0.02660,1237680117956935931,353.392,-4.868,0.985
20230001253,334.048,-4.863,0.01649,1237680065342931470,334.046,-4.864,0.998
20230051903,12.823,-4.863,0.00969,1237679323388510363,12.822,-4.861,0.999
20230001259,208.752,-4.852,0.07548,1237671958059024456,208.757,-4.860,0.993
20230001251,71.135,-4.867,0.01661,1237674286462140494,71.139,-4.856,0.997
20230050709,11.496,-4.848,0.05445,1237679323387920555,11.498,-4.840,0.993
20230001273,353.467,-4.831,0.02665,1237680117956935790,353.469,-4.838,0.988
20230051864,29.363,-4.827,0.01469,1237679322858848467,29.365,-4.829,0.999
20230060219,356.075,-4.827,0.02048,1237680117958049945,356.075,-4.827,0.999
20230001280,70.667,-4.821,0.01555,1237676305094475859,70.671,-4.825,0.943
20230001288,63.275,-4.814,0.02807,1237652901312528675,63.278,-4.821,0.986
20230001292,248.094,-4.802,0.05217,1237668650929685301,248.101,-4.806,0.999
20230001299,43.065,-4.785,0.05604,1237679341646119108,43.064,-4.783,0.967
20230051970,72.873,-4.780,0.01777,1237674285389054508,72.879,-4.778,0.979
20230001352,70.420,-4.732,0.01264,1237676305094410769,70.434,-4.772,0.000
20230051905,11.801,-4.771,0.01866,1237679323388117028,11.801,-4.769,1.000
20230001323,220.938,-4.762,0.05981,1237674655829066041,220.946,-4.766,0.987
20230051871,26.415,-4.764,0.01870,1237679254131114056,26.419,-4.763,1.000
20230001324,80.166,-4.760,0.03608,1237653752222187762,80.160,-4.762,1.000
20230001309,61.358,-4.776,0.03758,1237649963533926743,61.380,-4.761,0.822
20230001326,71.097,-4.759,0.03181,1237674286462140666,71.122,-4.760,0.978
20230001330,220.242,-4.753,0.02265,1237674655291933434,220.241,-4.755,0.981
20230001374,218.852,-4.718,0.02392,1237674654217667478,218.816,-4.753,0.000
20230053238,248.255,-4.746,0.02430,1237668650929750646,248.263,-4.744,0.996
20230001337,358.162,-4.741,0.06919,1237679078588285062,358.190,-4.744,0.814
20230001354,353.713,-4.731,0.07050,1237680117957066869,353.724,-4.737,0.970
20230060220,173.456,-4.729,0.02726,1237671141478629726,173.453,-4.735,0.958
20230051868,27.799,-4.731,0.01841,1237679254131703901,27.802,-4.729,1.000
20230001392,71.508,-4.713,0.01582,1237676304557932684,71.515,-4.717,1.000
20230060221,339.398,-4.719,0.02481,1237680065882095802,339.398,-4.716,0.954
20230051880,39.430,-4.719,0.01607,1237679253599879211,39.431,-4.715,0.927
20230053271,34.173,-4.711,0.04310,1237679322860945985,34.172,-4.712,0.979
20230001402,246.386,-4.694,0.03002,1237668649855353246,246.391,-4.698,0.998
20230001415,209.192,-4.689,0.01037,1237671958595895617,209.192,-4.690,0.993
20230001428,22.907,-4.674,0.00666,1237679323392901329,22.912,-4.688,0.972
20230001437,17.338,-4.667,0.04401,1237679323390476485,17.344,-4.684,0.987
20230001422,248.805,-4.685,0.02707,1237668651466817639,248.807,-4.682,0.987
20230001444,15.825,-4.663,0.01921,1237679254663331943,15.819,-4.676,0.998
20230001445,191.618,-4.660,0.01009,1237671265494630930,191.623,-4.666,0.978
20230001459,16.607,-4.649,0.03866,1237679254663659723,16.614,-4.666,0.913
20230001414,38.642,-4.677,0.01227,1237679253599551603,38.647,-4.664,0.948
20230001442,28.072,-4.664,0.01698,1237679254131835067,28.087,-4.659,0.978
20230001436,66.551,-4.667,0.01148,1237649928637120648,66.550,-4.656,0.983
20230001449,66.619,-4.656,0.01135,1237649928637186537,66.621,-4.653,0.972
20230001464,354.565,-4.644,0.00684,1237679078586712555,354.563,-4.648,0.983
20230001440,192.477,-4.665,0.06196,1237671264420954344,192.463,-4.645,0.988
20230050015,39.388,-4.629,0.06131,1237679253599879190,39.396,-4.642,0.988
20230001480,15.657,-4.626,0.04039,1237679254663266436,15.663,-4.641,0.974
20230001473,3.880,-4.636,0.03898,1237679078590775403,3.888,-4.636,0.998
20230001484,2.177,-4.620,0.02196,1237672843356012626,2.190,-4.633,0.971
20230001486,8.758,-4.618,0.04351,1237679078592938268,8.774,-4.628,0.952
20230001481,33.809,-4.624,0.04246,1237679322860814480,33.810,-4.626,0.997
20230001448,244.627,-4.656,0.04128,1237668567176184320,244.639,-4.624,0.053
20230001501,173.776,-4.602,0.05555,1237671128586518793,173.771,-4.601,0.998
20230001504,8.103,-4.589,0.01640,1237679078592610405,8.104,-4.600,0.986
20230001512,66.571,-4.576,0.01134,1237649928637186213,66.576,-4.597,0.792
20230001508,253.329,-4.581,0.03087,1237668629998338807,253.329,-4.592,0.973
20230001507,36.751,-4.584,0.03002,1237679322862125299,36.746,-4.591,1.000
20230001511,253.481,-4.578,0.02289,1237668629998340237,253.434,-4.585,0.108
20230042122,32.704,-4.572,0.02015,1237669770838540855,32.710,-4.581,0.985
20230001556,69.327,-4.532,0.01312,1237649928101495401,69.330,-4.578,0.000
20230001518,66.704,-4.571,0.01142,1237649928637186710,66.703,-4.573,0.987
20230001522,73.703,-4.569,0.01293,1237676303485108784,73.700,-4.571,0.925
20230001526,37.154,-4.563,0.03005,1237679322862256445,37.165,-4.570,0.973
20230001537,14.616,-4.553,0.01848,1237679254662807744,14.627,-4.564,0.880
20230001529,21.477,-4.563,0.00647,1237679254665822321,21.483,-4.564,0.992
20230001550,34.643,-4.539,0.01318,1237679322861207582,34.653,-4.564,0.988
20230001533,9.358,-4.561,0.04378,1237679323923873954,9.357,-4.557,0.998
20230001548,17.103,-4.542,0.02041,1237679254663921700,17.119,-4.552,0.964
20230001535,15.437,-4.554,0.04034,1237679254663200858,15.435,-4.551,0.998
20230001544,129.390,-4.544,0.05484,1237674459872821758,129.396,-4.550,0.994
20230001539,70.025,-4.551,0.01485,1237649928101757028,70.024,-4.549,0.870
20230001541,25.983,-4.547,0.04052,1237679323394278306,25.984,-4.548,0.980
20230001547,30.111,-4.543,0.00753,1237679254132687205,30.110,-4.548,0.948
20230001559,73.566,-4.531,0.01646,1237676303485042990,73.578,-4.542,0.977
20230001562,173.062,-4.528,0.03661,1237671142015500576,173.073,-4.541,0.992
20230001566,15.718,-4.524,0.03765,1237679254663331879,15.723,-4.537,0.985
20230001561,9.488,-4.529,0.04349,1237679323923940021,9.499,-4.536,0.923
20230001560,67.242,-4.531,0.01174,1237649928637448279,67.241,-4.535,0.999
20230001565,23.266,-4.527,0.01691,1237679254666608651,23.275,-4.535,0.988
20230001563,20.332,-4.528,0.03934,1237679254665298094,20.341,-4.535,0.998
20230001571,355.753,-4.520,0.02042,1237679078587236469,355.762,-4.525,0.994
20230001580,191.301,-4.504,0.04237,1237671266031567097,191.304,-4.512,0.997
20230001576,174.789,-4.510,0.07070,1237671127513039272,174.790,-4.510,0.996
20230001581,15.595,-4.502,0.00589,1237679254663266356,15.593,-4.509,0.996
20230001579,15.378,-4.506,0.04056,1237679254663135952,15.378,-4.506,0.992
20230001584,63.709,-4.499,0.03966,1237649963534975501,63.712,-4.501,0.999
20230001592,11.210,-4.487,0.06940,1237679323924726102,11.209,-4.486,0.997
20230001588,73.461,-4.495,0.01293,1237674285389381737,73.453,-4.486,0.999
20230001599,244.980,-4.479,0.07287,1237668567713186695,244.982,-4.482,0.999
20230001606,69.962,-4.470,0.01485,1237649928101757343,69.950,-4.479,0.881
20230001603,75.746,-4.475,0.01334,1237676302412153371,75.750,-4.478,0.998
20230001601,14.593,-4.477,0.04741,1237679323926168019,14.590,-4.477,0.976
20230051932,220.634,-4.476,0.01797,1237674655828869812,220.639,-4.477,0.990
20230001610,40.387,-4.464,0.01442,1237679322863698166,40.389,-4.468,0.999
20230001616,8.316,-4.457,0.01652,1237679323923415160,8.321,-4.464,0.996
20230001617,247.757,-4.456,0.01775,1237668650929488512,247.759,-4.459,1.000
20230001618,79.514,-4.455,0.01020,1237653747927810659,79.513,-4.454,0.992
20230001640,68.154,-4.429,0.01447,1237649928637841911,68.154,-4.432,0.983
20230060227,40.860,-4.431,0.02948,1237679322863894585,40.869,-4.430,0.993
20230001637,79.803,-4.432,0.01288,1237653747927941735,79.806,-4.429,0.997
20230001660,256.739,-4.401,0.04308,1237668627315097756,256.723,-4.414,0.888
20230001656,67.223,-4.407,0.01657,1237649962999611571,67.232,-4.408,0.999
20230001675,78.809,-4.387,0.02454,1237653747927482426,78.811,-4.402,1.000
20230001659,29.651,-4.402,0.04334,1237679323395850872,29.652,-4.401,0.979
20230001663,71.161,-4.399,0.01581,1237676305094738352,71.166,-4.395,0.995
20230001683,63.520,-4.383,0.01642,1237649929709617261,63.521,-4.393,0.984
20230001673,19.521,-4.388,0.02927,1237679323928330539,19.530,-4.393,0.994
20230060229,45.242,-4.396,0.04328,1237679253602435903,45.241,-4.391,0.699
20230001658,8.140,-4.404,0.04338,1237679323923350124,8.139,-4.380,0.691
20230001689,17.610,-4.376,0.04318,1237679323927478907,17.612,-4.374,0.871
20230001685,73.431,-4.379,0.02454,1237674285389381821,73.447,-4.374,0.979
20230060231,71.965,-4.368,0.02908,1237674286462534090,71.983,-4.372,0.847
20230001712,42.632,-4.364,0.01586,1237676671785435516,42.623,-4.362,0.840
20230001743,29.172,-4.344,0.01496,1237679254669164780,29.174,-4.347,1.000
20230001732,29.169,-4.339,0.01495,1237679254669164780,29.174,-4.347,0.999
20230001748,248.446,-4.287,0.02416,1237668651466556641,248.411,-4.319,0.010
20230001770,26.271,-4.301,0.01799,1237679254667919452,26.276,-4.310,0.999
20230001771,38.634,-4.299,0.03188,1237679254136422546,38.653,-4.309,0.956
20230001786,22.963,-4.286,0.01264,1237679323929837654,22.965,-4.296,0.988
20230001787,71.675,-4.285,0.00959,1237676305095000241,71.689,-4.285,0.997
20230001797,65.373,-4.263,0.03460,1237649963535696096,65.375,-4.276,0.987
20230001795,127.602,-4.267,0.03509,1237674461482779164,127.607,-4.273,0.995
20230001815,34.436,-4.233,0.03344,1237679323397947573,34.425,-4.255,0.991
20230053253,246.436,-4.241,0.04120,1237668568787387348,246.434,-4.248,0.992
20230001801,41.655,-4.255,0.08235,1237679322864222393,41.653,-4.245,0.932
20230001809,69.255,-4.238,0.01670,1237649928638365904,69.256,-4.241,1.000
20230051888,247.564,-4.230,0.01790,1237668650929357555,247.569,-4.238,0.998
20230001806,36.722,-4.247,0.02117,1237679323398930643,36.715,-4.238,0.979
20230001819,29.120,-4.217,0.01760,1237679254669164733,29.124,-4.223,0.987
20230001822,38.338,-4.215,0.03166,1237679254136291569,38.336,-4.222,0.960
20230001837,27.324,-4.181,0.01826,1237679323931738446,27.330,-4.186,0.997
20230001841,126.184,-4.174,0.02243,1237673710936720096,126.183,-4.182,0.999
20230001834,129.254,-4.183,0.03104,1237674460409692804,129.253,-4.177,1.000
20230001849,76.704,-4.164,0.02648,1237674283780080287,76.709,-4.171,0.996
20230053365,255.170,-4.178,0.03266,1237668633209342110,255.145,-4.165,0.402
20230050702,246.971,-4.160,0.05134,1237668569324388894,246.976,-4.160,0.999
20230051884,244.977,-4.154,0.00713,1237668649317828194,244.976,-4.153,0.993
20230001845,30.644,-4.169,0.04342,1237679254669820066,30.665,-4.151,0.990
20230051898,255.623,-4.128,0.01567,1237668628388577454,255.623,-4.148,0.842
20230053252,245.559,-4.142,0.04122,1237668568250122408,245.568,-4.134,0.994
20230001860,63.716,-4.127,0.03710,1237649964071846349,63.722,-4.133,0.901
20230001861,64.730,-4.127,0.03505,1237649929710141664,64.733,-4.131,0.998
20230001866,75.300,-4.120,0.01446,1237676302948893168,75.303,-4.126,0.998
20230001871,63.839,-4.114,0.03717,1237649964071911512,63.842,-4.118,0.993
20230001894,40.370,-4.078,0.02890,1237679254137208939,40.379,-4.093,0.983
20230001892,73.654,-4.081,0.01273,1237676304022044930,73.674,-4.081,0.960
