ID_FASHI,RA_FASHI,DEC_FASHI,cz_FASHI,AGCNr_ALFALFA,RA_ALFALFA,DEC_ALFALFA,cz_ALFALFA
,deg,deg,km/s,,deg,deg,km/s
20230013594,162.753,36.195,7131.45,5951,162.766,36.179,7109
20230013570,213.934,36.177,7408.96,245480,213.943,36.172,7427
20230013560,8.515,36.171,4809.24,104543,8.502,36.165,4809
20230013506,167.184,36.169,8246.72,216420,167.186,36.170,8177
20230058952,41.349,36.163,14472.05,124857,41.349,36.163,14466
20230054697,45.278,36.162,8158.04,132238,45.288,36.162,8207
20230052360,210.480,36.162,5123.18,245319,210.491,36.171,5141
20230013536,36.907,36.157,10740.81,1919,36.904,36.156,10755
20230013521,146.329,36.151,6555.41,190478,146.345,36.157,6537
20230013518,214.888,36.149,7419.97,9173,214.900,36.151,7426
20230054801,148.779,36.147,8323.67,195847,148.785,36.143,8318
20230013515,37.974,36.147,8917.29,124825,37.954,36.142,8907
20230013514,186.387,36.147,10153.45,224139,186.399,36.156,10138
20230013510,170.927,36.146,7545.45,216768,170.942,36.167,7593
20230058949,173.190,36.142,7578.52,216923,173.190,36.142,7525
20230013507,164.161,36.142,569.01,205685,164.174,36.143,567
20230013496,207.026,36.135,2252.98,8731,207.035,36.130,2248
20230058946,167.061,36.130,8349.62,216399,167.055,36.125,8359
20230013492,213.779,36.125,8259.74,245468,213.780,36.128,8325
20230013494,33.849,36.123,6227.95,124795,33.851,36.119,6238
20230013465,230.749,36.118,7025.90,254496,230.760,36.125,7052
20230013443,45.725,36.117,7598.51,132240,45.731,36.111,7596
20230013459,39.210,36.116,5123.96,2094,39.208,36.110,5136
20230013481,175.853,36.115,6361.82,210650,175.864,36.122,6360
20230013393,169.998,36.100,7526.44,6338,170.003,36.103,7552
20230013392,337.580,36.093,6353.10,322694,337.589,36.105,6361
20230054719,45.508,36.089,7903.81,2494,45.523,36.097,7892
20230013412,141.630,36.088,9290.69,194946,141.645,36.109,9288
20230013383,166.088,36.085,772.50,219661,166.098,36.098,766
20230013382,193.465,36.085,4371.06,8023,193.475,36.091,4354
20230013372,44.692,36.083,8146.84,120760,44.693,36.094,8148
20230053997,175.543,36.083,11576.18,747793,175.555,36.103,11595
20230013363,26.875,36.081,4743.90,110839,26.878,36.070,4733
20230052222,39.901,36.080,2756.55,2143,39.896,36.080,2771
20230013403,148.323,36.080,5417.49,191376,148.330,36.083,5417
20230013361,39.043,36.080,11352.30,124837,39.047,36.087,11358
20230013357,21.097,36.078,7067.61,115614,21.095,36.077,7062
20230013320,149.343,36.077,12674.40,198504,149.343,36.083,12687
20230013356,334.888,36.077,5700.62,322674,334.896,36.069,5719
20230013348,199.049,36.074,6832.63,8341,199.060,36.081,6822
20230013340,227.867,36.071,12506.87,254383,227.880,36.047,12505
20230054467,10.224,36.070,11405.95,104549,10.229,36.072,11387
20230013345,147.582,36.070,6533.27,195697,147.592,36.091,6554
20230013336,344.128,36.069,5691.91,322755,344.135,36.070,5703
20230013335,33.030,36.069,10928.15,124792,33.033,36.078,10934
20230013332,40.502,36.068,9184.91,124849,40.501,36.067,9194
20230013330,196.387,36.068,10928.47,728610,196.407,36.068,10909
20230013325,149.391,36.065,5717.38,190717,149.399,36.069,5719
20230013308,188.743,36.061,9942.12,222678,188.751,36.056,9958
20230054786,149.425,36.061,8053.50,190716,149.433,36.063,8016
20230013302,27.867,36.057,5232.32,1319,27.867,36.061,5319
20230013301,227.665,36.055,12327.81,258709,227.669,36.066,12321
20230013299,343.052,36.054,8476.29,322744,343.053,36.048,8475
20230013293,28.221,36.051,6092.77,1349,28.221,36.054,6104
20230013290,210.149,36.050,3237.53,245301,210.161,36.049,3249
20230013285,214.278,36.046,8422.41,245506,214.284,36.053,8429
20230058940,34.379,36.042,6375.43,124801,34.379,36.042,6366
20230013281,26.873,36.041,4942.34,1251,26.874,36.043,4856
20230058939,149.793,36.039,554.56,198712,149.793,36.039,550
20230013277,340.826,36.037,7217.73,322734,340.817,36.044,7212
20230013275,337.327,36.036,14464.24,322693,337.329,36.038,14461
20230013274,218.219,36.036,6701.06,245889,218.225,36.033,6689
20230013272,36.246,36.034,573.70,1865,36.245,36.039,575
20230013269,39.782,36.034,9510.46,124844,39.792,36.037,9456
20230013267,143.118,36.033,5777.97,198772,143.132,36.047,5784
20230013266,4.074,36.033,10523.90,104519,4.074,36.027,10517
20230013265,17.959,36.032,9743.46,115610,17.963,36.029,9741
20230013261,183.121,36.031,6872.97,227064,183.125,36.047,6856
20230013260,149.382,36.030,13568.30,195939,149.390,36.026,13600
20230013256,151.395,36.029,11838.86,206048,151.403,36.037,11832
20230013255,339.060,36.029,6091.45,322708,339.065,36.028,6083
20230013254,336.419,36.029,4682.15,322681,336.427,36.036,4675
20230013248,215.485,36.026,9623.05,245589,215.499,36.030,9623
20230013245,195.871,36.024,11047.22,728561,195.867,36.031,11043
20230052149,219.498,36.021,3941.21,246015,219.497,36.023,3950
20230013242,38.944,36.021,5115.03,124833,38.951,36.029,5114
20230013241,346.223,36.021,5835.49,330037,346.233,36.021,5837
20230013240,353.432,36.020,14985.29,335495,353.432,36.014,15000
20230054867,227.949,36.018,12450.67,254393,227.965,36.006,12449
20230013237,45.017,36.017,8154.28,132237,45.009,36.016,8117
20230013233,23.741,36.014,4449.14,110423,23.747,36.019,4449
20230013232,172.531,36.014,2506.71,215890,172.541,36.014,2502
20230013231,38.163,36.014,9859.98,124829,38.160,36.009,9857
20230013228,196.414,36.013,1179.42,8187,196.426,36.029,1185
20230013227,142.177,36.013,9351.20,198770,142.192,36.014,9351
20230013226,201.613,36.012,5551.41,8447,201.624,36.009,5548
20230013223,336.643,36.010,4787.82,322685,336.662,36.025,4747
20230013222,335.619,36.008,5475.97,12005,335.629,36.008,5479
20230013221,346.729,36.008,6098.03,335482,346.747,36.004,6100
20230013218,26.359,36.006,10658.10,115622,26.367,36.006,10648
20230013217,187.900,36.006,1720.56,226684,187.906,36.014,1723
20230058936,226.329,36.005,14310.04,254267,226.356,36.006,14293
20230013215,6.650,36.004,7304.06,104539,6.660,36.004,7302
20230013208,156.167,35.998,13045.72,206397,156.164,36.006,13098
20230013207,45.978,35.997,7634.00,132241,45.978,35.994,7653
20230054160,31.186,35.996,11229.33,124785,31.190,35.994,11231
20230013205,146.406,35.995,6705.67,195542,146.437,36.006,6696
20230013200,39.101,35.990,9487.28,124838,39.107,35.991,9495
20230058933,154.080,35.989,14735.01,206238,154.080,35.989,14746
20230052368,3.455,35.988,4534.91,128,3.462,35.993,4535
20230013196,43.804,35.987,8612.67,124597,43.793,35.998,8576
20230013191,42.794,35.983,5187.83,124614,42.798,35.990,5187
20230013190,196.510,35.982,4816.98,8191,196.518,35.980,4816
20230013186,218.676,35.980,13279.36,245951,218.668,35.983,13319
20230058932,203.943,35.971,5958.02,729075,203.943,35.971,5983
20230013176,157.889,35.968,13259.73,206510,157.898,35.983,13267
20230013174,218.402,35.968,10338.47,9372,218.406,35.967,10334
20230013171,176.170,35.966,11198.87,6716,176.171,35.966,11206
20230058930,197.927,35.965,1130.70,728713,197.934,35.965,1128
20230013168,189.385,35.965,6927.43,227398,189.393,35.957,6920
20230057537,1.957,35.964,437.61,63,1.965,35.966,441
20230058929,206.644,35.964,7024.48,235193,206.644,35.964,7052
20230054511,218.134,35.963,9716.03,245884,218.140,35.975,9712
20230055099,339.581,35.963,8647.31,320287,339.580,35.963,8615
20230057531,183.759,35.959,938.98,7257,183.763,35.959,938
20230013155,355.937,35.959,5059.82,335264,355.948,35.956,5054
20230013153,333.978,35.958,5489.32,322672,333.985,35.964,5500
20230058931,163.564,35.957,12959.18,206914,163.580,35.970,12979
20230055018,153.357,35.953,11675.13,727634,153.373,35.952,11669
20230058928,39.531,35.952,14091.96,123608,39.516,35.945,14171
20230013143,176.046,35.951,6295.73,217133,176.060,35.975,6283
20230013142,346.407,35.950,5388.14,335481,346.418,35.950,5383
20230013140,163.606,35.950,7195.87,206918,163.615,35.961,7199
20230013136,33.780,35.948,10987.46,123435,33.780,35.945,10967
20230013133,148.971,35.945,12712.32,727599,148.971,35.966,12736
20230013132,143.072,35.945,8159.38,195146,143.073,35.946,8165
20230052076,172.848,35.944,2500.49,215899,172.856,35.948,2500
20230013130,171.984,35.944,1928.08,219722,171.985,35.940,1925
20230013124,339.470,35.942,8257.61,322714,339.485,35.940,8253
20230013120,188.843,35.939,12619.99,227359,188.852,35.932,12606
20230052345,15.507,35.939,2239.52,115387,15.520,35.934,2236
20230013117,331.019,35.938,5559.73,11893,331.027,35.935,5560
20230052377,167.261,35.938,1754.66,219721,167.258,35.938,1752
20230052333,336.907,35.936,6466.99,322688,336.915,35.937,6423
20230013109,201.526,35.932,5648.84,8444,201.545,35.936,5654
20230013107,353.997,35.932,5204.66,12697,354.008,35.932,5203
20230013104,193.680,35.926,4351.22,728418,193.686,35.927,4350
20230058926,201.400,35.925,5450.04,234626,201.400,35.925,5464
20230013100,357.916,35.924,12155.67,335509,357.938,35.921,12146
20230054171,33.971,35.923,8197.97,1737,33.961,35.914,8193
20230013099,345.802,35.923,5845.47,335478,345.821,35.924,5842
20230058925,337.300,35.922,6438.74,322692,337.300,35.922,6426
20230013091,153.145,35.918,10584.56,206194,153.151,35.926,10599
20230061675,216.788,35.918,8457.30,9262,216.790,35.922,8462
20230013088,341.243,35.916,8289.54,322740,341.249,35.915,8285
20230013087,340.271,35.916,8157.92,322726,340.279,35.916,8165
20230058923,340.954,35.915,6624.13,320845,340.973,35.913,6666
20230061674,200.315,35.915,5851.04,239279,200.323,35.920,5869
20230013082,143.828,35.914,1536.95,5105,143.838,35.915,1542
20230013081,201.084,35.911,5571.64,8432,201.087,35.913,5561
20230054723,43.796,35.909,8649.87,124598,43.799,35.931,8613
20230054146,153.168,35.904,12003.40,206197,153.196,35.907,12033
20230013073,336.346,35.901,5044.63,322680,336.357,35.904,5060
20230013072,42.400,35.900,5239.76,122134,42.410,35.903,5262
20230013070,9.291,35.900,4420.18,100346,9.297,35.902,4436
20230058922,35.085,35.899,14056.34,1795,35.085,35.899,14054
20230013068,172.868,35.899,7289.45,216891,172.882,35.899,7295
20230013066,15.655,35.898,2213.62,115328,15.665,35.909,2205
20230013063,228.004,35.895,12435.27,254396,228.009,35.894,12465
20230013060,209.749,35.891,8122.13,235498,209.775,35.888,8129
20230013059,182.530,35.890,6763.95,7158,182.540,35.880,6765
20230058921,211.176,35.889,3904.26,245361,211.176,35.889,3909
20230013053,200.143,35.883,5402.14,239199,200.157,35.877,5406
20230013052,214.152,35.883,8377.43,245494,214.159,35.880,8368
20230013048,17.888,35.881,9772.28,115609,17.898,35.888,9789
20230013047,145.316,35.881,7016.93,5166,145.320,35.885,7009
20230013046,191.266,35.881,10046.51,728299,191.277,35.869,10049
20230013044,142.341,35.880,1696.77,198709,142.348,35.880,1698
20230013043,149.047,35.877,13200.32,195880,149.052,35.886,13180
20230058920,29.994,35.874,14541.62,115630,29.999,35.876,14474
20230013039,153.579,35.871,4357.89,206216,153.586,35.877,4363
20230058919,139.859,35.870,14249.35,194726,139.859,35.870,14254
20230013037,348.731,35.869,7920.05,335484,348.742,35.873,7927
20230058917,200.194,35.866,6995.79,728898,200.207,35.858,7017
20230013032,38.061,35.866,9909.51,124827,38.079,35.893,9897
20230054426,42.460,35.865,12617.16,2310,42.483,35.866,12629
20230013027,167.092,35.863,8627.54,216403,167.098,35.864,8630
20230052064,172.549,35.862,2224.66,6499,172.544,35.863,2222
20230058918,172.621,35.862,9667.83,216877,172.620,35.862,9686
20230052240,40.290,35.861,3139.66,2166,40.296,35.861,3136
20230054975,194.804,35.861,8371.75,728471,194.816,35.859,8378
20230052202,2.676,35.857,6153.44,100068,2.678,35.856,6157
20230013013,148.842,35.855,12513.38,190739,148.851,35.861,12472
20230054373,141.008,35.855,8157.09,194879,140.999,35.872,8146
20230013012,140.205,35.854,7043.65,194789,140.217,35.853,7054
20230013006,357.788,35.852,12356.32,335499,357.795,35.841,12351
20230054499,216.165,35.850,8619.36,245683,216.171,35.861,8624
20230058916,198.645,35.847,1130.30,239140,198.650,35.846,1138
20230013001,213.615,35.846,8384.27,249631,213.615,35.850,8385
20230012992,153.630,35.843,10360.91,206220,153.633,35.840,10363
20230058915,171.762,35.841,6430.04,212693,171.762,35.841,6413
20230054422,40.057,35.839,11863.50,124845,40.070,35.851,11837
20230012987,161.309,35.839,10632.58,206754,161.326,35.840,10624
20230012983,208.697,35.834,226.18,8833,208.702,35.836,226
20230052224,46.291,35.833,3826.66,132243,46.300,35.831,3834
20230054429,41.481,35.833,13185.49,124860,41.492,35.822,13219
20230012979,335.745,35.830,4810.68,12012,335.769,35.827,4784
20230058914,41.467,35.828,13087.76,124859,41.466,35.829,13078
20230012967,33.668,35.823,10855.87,122151,33.669,35.822,10869
20230012966,1.773,35.822,11929.22,100043,1.785,35.819,11930
20230012954,175.605,35.812,11718.86,217080,175.618,35.816,11724
20230054433,40.287,35.811,13367.18,124847,40.316,35.804,13389
20230012952,193.254,35.811,12339.52,229494,193.260,35.801,12362
20230012947,218.726,35.808,13241.20,245957,218.730,35.819,13288
20230012940,211.553,35.800,8084.03,9022,211.567,35.794,8080
20230012931,215.535,35.799,8482.95,245596,215.555,35.791,8467
20230012930,344.632,35.799,5662.84,12276,344.644,35.804,5662
20230012925,28.086,35.797,11131.74,1338,28.105,35.792,11130
20230012922,338.301,35.796,6302.82,322701,338.317,35.800,6300
20230012919,27.864,35.792,5154.84,115634,27.878,35.786,5166
20230012916,144.764,35.791,6106.82,195358,144.792,35.811,6094
20230012915,23.144,35.791,5319.62,115596,23.163,35.792,5316
20230012914,10.601,35.790,6722.70,104550,10.614,35.792,6721
20230054030,357.758,35.788,12351.88,12807,357.769,35.792,12342
20230012901,196.827,35.788,10982.83,234296,196.830,35.786,11067
20230054074,194.268,35.787,11147.44,728445,194.265,35.790,11139
20230112891,34.468,35.786,11267.76,123456,34.472,35.812,11275
20230012904,346.747,35.785,5444.64,12372,346.759,35.780,5451
20230012897,192.333,35.784,6818.82,747997,192.338,35.793,6817
20230012907,169.967,35.784,10395.06,727955,169.977,35.796,10389
20230058910,25.416,35.783,10559.59,115615,25.425,35.779,10538
20230058911,197.725,35.783,6983.06,748023,197.725,35.783,7001
20230058909,14.146,35.782,2686.61,104558,14.160,35.775,2693
20230012934,144.465,35.781,6742.12,195332,144.472,35.787,6734
20230012877,146.297,35.778,6622.35,195520,146.294,35.785,6664
20230012886,193.265,35.772,4377.17,8019,193.266,35.775,4378
20230012884,187.395,35.772,12210.90,227288,187.388,35.775,12201
20230058908,34.493,35.771,11318.04,1765,34.493,35.771,11324
20230012885,140.190,35.771,7552.19,194786,140.190,35.765,7570
20230012865,45.614,35.769,12973.00,132239,45.631,35.772,12960
20230012836,199.058,35.765,5267.98,728811,199.068,35.761,5270
20230012874,213.766,35.762,8199.29,245464,213.776,35.759,8208
20230058907,227.893,35.759,12458.26,254385,227.893,35.759,12557
20230058906,45.823,35.758,14052.07,132094,45.844,35.748,14064
20230058896,147.846,35.754,8165.75,195741,147.853,35.752,8156
20230012875,212.963,35.753,10233.85,245426,212.971,35.736,10237
20230012818,164.421,35.750,12966.58,202109,164.430,35.751,12978
20230012852,32.452,35.750,4977.83,122053,32.465,35.755,4973
20230012821,207.281,35.749,1370.37,239144,207.290,35.734,1366
20230058905,16.147,35.741,4511.34,115587,16.147,35.741,4566
20230012766,213.035,35.738,3221.25,245434,213.043,35.729,3243
20230012788,212.055,35.736,8195.70,9042,212.058,35.737,8201
20230012785,178.580,35.735,6398.81,217367,178.586,35.735,6383
20230012739,208.787,35.735,11738.62,235442,208.800,35.727,11745
20230012784,349.600,35.732,14620.57,335489,349.606,35.732,14544
20230058904,188.317,35.731,816.64,226688,188.317,35.731,819
20230012777,45.470,35.729,4871.83,2491,45.481,35.736,4874
20230012772,344.839,35.728,5363.77,322748,344.851,35.719,5367
20230058901,24.683,35.719,4465.62,115600,24.683,35.719,4494
20230012747,36.728,35.718,9711.10,124820,36.738,35.720,9697
20230012720,206.399,35.718,7272.72,729225,206.402,35.724,7263
20230012749,39.670,35.717,12876.27,124872,39.682,35.730,12852
20230012727,208.284,35.716,12339.08,8802,208.285,35.724,12340
20230012743,194.408,35.715,4517.43,227654,194.417,35.725,4512
20230012742,187.161,35.715,309.22,7605,187.163,35.717,310
20230012738,153.375,35.713,11951.81,206207,153.385,35.732,11984
20230012755,170.492,35.713,7646.33,6382,170.491,35.730,7650
20230058899,15.414,35.712,7742.23,115352,15.414,35.712,7744
20230012734,200.214,35.712,9961.21,728900,200.229,35.694,9995
20230012733,209.545,35.712,2594.85,239145,209.544,35.725,2589
20230012728,335.538,35.711,4895.86,322677,335.540,35.714,4909
20230058900,40.521,35.710,9486.61,120441,40.518,35.714,9484
20230054308,339.853,35.707,8186.34,321253,339.866,35.709,8196
20230058898,144.248,35.706,6887.94,198774,144.263,35.711,6887
20230058895,215.004,35.706,8364.25,245556,215.036,35.695,8434
20230012710,213.210,35.703,8365.57,9100,213.210,35.717,8373
20230012706,333.411,35.700,5389.89,322671,333.411,35.701,5397
20230012708,152.757,35.694,8230.75,206169,152.775,35.706,8233
20230058897,32.304,35.693,4716.04,124788,32.306,35.709,4709
20230012698,143.110,35.693,6678.43,195151,143.110,35.696,6679
20230054028,359.368,35.689,9197.93,335516,359.375,35.683,9184
20230012687,346.908,35.688,5354.20,335574,346.933,35.691,5342
20230012682,188.017,35.685,6726.60,227313,188.016,35.686,6730
20230058894,170.785,35.684,7426.03,216761,170.792,35.686,7419
20230058892,340.853,35.683,8897.33,322736,340.867,35.682,8908
20230012677,154.891,35.676,11350.03,206295,154.891,35.677,11351
20230058889,41.290,35.673,5253.38,124856,41.322,35.667,5255
20230012670,214.542,35.671,3038.70,245181,214.545,35.678,3051
20230012667,198.040,35.669,818.92,8280,198.047,35.677,813
20230054055,194.592,35.661,11246.77,728451,194.596,35.662,11234
20230012659,154.447,35.660,11431.59,206261,154.453,35.674,11355
20230012652,191.788,35.657,9914.43,728322,191.810,35.650,9858
20230058888,31.192,35.656,5545.47,1568,31.210,35.658,5568
20230012647,198.532,35.654,6921.70,239195,198.529,35.657,6919
20230012645,189.681,35.653,13410.39,227414,189.675,35.658,13432
20230054142,155.287,35.652,11321.17,200907,155.315,35.667,11302
20230012643,215.004,35.652,3592.97,245554,215.010,35.664,3582
20230012642,43.430,35.652,5280.14,124608,43.442,35.658,5266
20230012636,194.268,35.646,10212.86,728443,194.256,35.655,10219
20230058886,215.402,35.646,10896.35,245581,215.421,35.654,10890
20230012635,40.587,35.645,11988.04,124851,40.600,35.651,11985
20230052095,356.649,35.641,5028.92,335454,356.652,35.642,5035
20230012632,196.887,35.640,4737.02,728636,196.884,35.651,4730
20230012628,200.487,35.637,5925.96,232095,200.494,35.633,5935
20230012627,196.217,35.637,4719.94,239190,196.227,35.649,4734
20230012624,165.147,35.634,8993.45,6085,165.140,35.628,9020
20230058883,171.250,35.633,2558.13,210312,171.273,35.626,2544
20230012614,158.698,35.632,908.24,205647,158.699,35.646,908
20230012620,145.379,35.631,6010.10,198780,145.385,35.629,5998
20230054305,339.975,35.630,9967.44,320300,339.985,35.636,9987
20230012616,45.150,35.628,4967.19,2466,45.161,35.633,4980
20230012615,144.217,35.627,6707.73,195309,144.231,35.636,6657
20230012611,144.091,35.625,12939.37,195283,144.096,35.622,12902
20230012606,336.534,35.623,5955.26,322683,336.539,35.636,5968
20230058881,334.196,35.623,6068.45,322673,334.201,35.615,6045
20230012602,340.627,35.620,5079.91,322640,340.639,35.639,5081
20230012600,205.588,35.618,5437.96,8680,205.597,35.625,5441
20230012597,193.899,35.616,10308.63,728425,193.900,35.621,10356
20230012593,337.323,35.613,6164.14,321782,337.337,35.617,6160
20230058880,139.800,35.612,5275.88,194711,139.800,35.612,5278
20230012590,211.235,35.612,858.39,240066,211.241,35.617,863
20230012588,211.107,35.610,8175.42,245357,211.111,35.618,8181
20230012584,166.059,35.607,12946.66,727811,166.020,35.609,12975
20230058878,339.235,35.606,8417.55,322712,339.235,35.606,8463
20230012583,335.602,35.606,4950.28,322678,335.610,35.603,4983
20230058875,217.836,35.604,10407.16,241813,217.831,35.617,10465
20230012572,217.835,35.595,10413.15,245861,217.828,35.578,10471
20230058876,144.385,35.594,6709.77,727560,144.385,35.594,6705
20230012569,204.545,35.594,7640.16,748148,204.552,35.610,7617
20230012566,172.776,35.593,1896.52,215897,172.786,35.591,1906
20230012562,23.567,35.591,4768.38,114725,23.574,35.592,4755
20230012557,38.963,35.588,5179.48,124834,38.972,35.596,5182
20230012555,208.299,35.587,12016.49,235395,208.312,35.587,11928
20230012550,203.967,35.584,2232.74,8587,203.982,35.590,2232
20230012545,339.306,35.583,7750.71,322543,339.319,35.586,7754
20230052130,200.327,35.582,5695.83,728904,200.338,35.581,5688
20230012540,213.292,35.581,3633.17,249629,213.302,35.581,3627
20230012539,153.109,35.581,10972.41,206190,153.104,35.574,10960
20230012537,172.317,35.580,10299.55,6490,172.319,35.575,10268
20230012535,217.448,35.579,8524.04,9315,217.450,35.578,8566
20230052265,228.724,35.578,2375.33,258696,228.724,35.575,2380
20230012531,222.727,35.576,1198.41,9560,222.754,35.580,1209
20230012529,339.037,35.576,6591.08,322751,339.038,35.591,6551
20230012521,334.313,35.571,6288.18,11975,334.338,35.574,6321
20230012519,201.826,35.570,12730.58,728928,201.830,35.572,12728
20230061664,27.917,35.570,10886.69,115623,27.934,35.572,10901
20230058872,17.406,35.569,10250.27,115589,17.407,35.559,10275
20230058874,214.869,35.561,3210.79,245187,214.876,35.575,3227
20230058870,340.865,35.551,6588.89,322735,340.865,35.551,6580
20230012499,211.148,35.548,4220.83,9003,211.151,35.549,4216
20230012494,217.366,35.545,8586.87,245813,217.363,35.572,8544
20230058869,28.549,35.541,5010.42,111656,28.550,35.537,5014
20230012489,339.309,35.538,7991.49,322532,339.322,35.554,7999
20230058868,167.605,35.536,9217.71,216466,167.605,35.533,9167
20230012485,222.815,35.536,1251.09,9562,222.816,35.550,1251
20230012484,149.115,35.534,8184.65,195899,149.113,35.529,8178
20230012481,337.258,35.532,5863.06,322639,337.265,35.534,5869
20230052201,2.825,35.532,5012.65,104327,2.833,35.534,5008
20230012478,336.621,35.529,6216.17,322684,336.644,35.529,6228
20230012477,197.326,35.528,4928.80,728663,197.327,35.527,4923
20230058867,334.917,35.527,5788.71,320156,334.917,35.527,5796
20230012475,338.072,35.527,6230.35,322523,338.086,35.524,6252
20230012474,191.827,35.526,4523.20,229497,191.836,35.521,4523
20230054066,194.390,35.525,11233.10,227651,194.385,35.531,11229
20230012468,154.247,35.523,11309.64,206244,154.256,35.533,11314
20230012467,203.293,35.523,7793.36,728984,203.300,35.528,7793
20230012465,188.525,35.521,802.62,7723,188.523,35.520,801
20230012464,217.761,35.520,4075.70,245853,217.766,35.526,4073
20230012463,335.309,35.520,5959.62,322675,335.315,35.512,5956
20230012460,172.409,35.516,9100.34,6494,172.411,35.510,9104
20230012456,38.271,35.515,13677.70,120324,38.272,35.513,13698
20230012455,142.487,35.515,7012.20,195066,142.487,35.504,7023
20230058866,168.717,35.513,6406.57,6273,168.728,35.490,6414
20230012450,199.145,35.512,13046.59,728821,199.147,35.526,13042
20230058855,336.710,35.511,6055.13,12039,336.710,35.517,6041
20230012448,339.223,35.508,8492.74,322540,339.234,35.500,8512
20230012445,34.793,35.503,6872.79,124806,34.794,35.507,6861
20230012444,197.752,35.503,855.60,8261,197.759,35.503,854
20230012441,38.096,35.497,592.57,2002,38.107,35.498,597
20230012440,350.086,35.497,8039.26,12528,350.086,35.493,8033
20230012433,201.289,35.494,12609.35,234615,201.285,35.484,12628
20230012432,339.553,35.493,8065.02,12126,339.560,35.500,8078
20230012429,208.320,35.491,12029.15,235400,208.325,35.497,12070
20230012428,348.983,35.490,13358.01,331847,348.985,35.482,13356
20230012427,156.306,35.490,16247.81,206407,156.302,35.501,16232
20230058865,44.693,35.488,4907.13,124772,44.693,35.488,4867
20230054065,194.596,35.485,11191.66,728453,194.602,35.482,11196
20230012417,168.423,35.484,1756.09,215796,168.437,35.484,1764
20230012415,212.463,35.484,3562.22,249634,212.474,35.472,3577
20230012413,140.941,35.483,7972.37,190252,140.947,35.486,7950
20230012410,45.442,35.481,4969.19,131436,45.460,35.485,4970
20230012407,192.451,35.480,9339.92,229499,192.451,35.476,9344
20230012402,194.760,35.478,699.61,223250,194.758,35.484,699
20230012400,341.007,35.477,8887.02,322738,341.015,35.469,8929
20230012397,341.320,35.475,7173.28,322752,341.312,35.459,7188
20230012393,150.216,35.472,11431.38,190740,150.205,35.480,11416
20230012390,197.752,35.471,4916.38,748024,197.762,35.469,4920
20230012385,34.672,35.468,11371.47,1776,34.691,35.472,11345
20230012382,339.242,35.467,826.05,322486,339.263,35.464,833
20230012381,166.993,35.466,8671.67,6183,166.991,35.460,8596
20230012379,199.418,35.466,329.20,239141,199.403,35.476,326
20230012377,41.390,35.465,11406.59,124858,41.407,35.472,11405
20230012374,42.230,35.462,5069.94,124612,42.239,35.464,5067
20230012372,172.292,35.462,10307.91,216846,172.306,35.462,10305
20230012371,217.387,35.462,8580.50,9312,217.395,35.458,8547
20230012370,338.244,35.460,6764.31,322700,338.244,35.455,6740
20230054184,166.850,35.451,8475.37,219769,166.887,35.459,8488
20230052207,170.276,35.448,2463.42,215835,170.281,35.450,2461
20230012349,203.864,35.441,7407.63,729052,203.863,35.436,7402
20230012348,40.513,35.437,11804.39,124850,40.521,35.439,11811
20230012341,359.031,35.434,13423.82,335513,359.033,35.438,13438
20230012340,190.823,35.434,1815.81,747977,190.825,35.436,1814
20230012337,347.836,35.433,5497.32,335483,347.844,35.436,5503
20230012325,36.228,35.431,9638.15,124817,36.237,35.424,9655
20230058854,36.843,35.429,8467.16,124822,36.845,35.427,8455
20230012330,338.142,35.428,6646.58,322528,338.146,35.432,6596
20230012324,140.515,35.425,7517.47,194826,140.513,35.439,7538
20230012322,153.738,35.423,11846.21,206228,153.741,35.429,11838
20230012318,150.518,35.421,11733.97,205925,150.531,35.437,11702
20230058853,171.652,35.413,10596.24,210332,171.652,35.413,10579
20230058857,192.712,35.408,9721.19,748000,192.732,35.434,9717
20230012316,192.709,35.407,9720.69,728364,192.706,35.384,9643
20230058847,192.705,35.406,9725.48,728368,192.708,35.404,9786
20230058850,349.899,35.405,15039.76,332029,349.900,35.396,15078
20230012295,336.918,35.402,5808.31,322689,336.928,35.416,5819
20230012282,195.266,35.400,4550.61,748011,195.276,35.416,4546
20230058851,27.060,35.399,4332.91,1258,27.060,35.399,4309
20230012287,340.065,35.398,8363.46,322723,340.064,35.399,8383
20230012288,193.718,35.393,4457.05,221111,193.717,35.401,4457
20230052210,149.921,35.392,5140.08,5366,149.920,35.394,5145
20230012292,198.621,35.388,2328.64,8318,198.623,35.389,2324
20230112267,200.526,35.388,6038.33,232096,200.537,35.398,5981
20230058848,16.589,35.385,11960.03,115588,16.589,35.385,11941
20230065390,351.865,35.383,10164.68,335578,351.877,35.382,10161
20230012257,335.943,35.383,6030.41,12020,335.951,35.386,6015
20230012255,189.565,35.382,6912.37,227411,189.579,35.389,6939
20230058846,172.398,35.381,9222.06,216856,172.393,35.384,9226
20230012247,212.298,35.377,3739.73,240133,212.300,35.379,3743
20230012243,337.794,35.375,6695.57,12063,337.802,35.381,6699
20230058845,178.092,35.373,6383.05,211384,178.076,35.382,6426
20230012251,178.098,35.372,6375.23,6848,178.113,35.370,6345
20230012259,140.214,35.369,7483.71,4960,140.223,35.367,7497
20230012265,203.160,35.367,6033.05,748102,203.159,35.367,6038
20230061658,29.724,35.365,4258.04,115628,29.742,35.370,4248
20230061657,24.573,35.363,4913.00,1164,24.581,35.366,4935
